Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
completed Evaluate profit margins tax,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
recap task Evaluate profit margins,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign cast Evaluate profit margins on target,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Evaluate profit margins is at adventure,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
created see called Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Evaluate profit margins tax is complete,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
job Evaluate profit margins in review,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
project Evaluate profit margins was complete,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",completed
Evaluate profit margins recap,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins is on course,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins chore is in progress,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
problem with cast Evaluate profit margins,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
at risk project Evaluate profit margins,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",at risk
assign blocked to chore Evaluate profit margins,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign task Evaluate profit margins in follow-up,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
problem with job Evaluate profit margins,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
attribute Evaluate profit margins in progress,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
see Evaluate profit margins on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins labor complete,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
create cast called Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
in progress project Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
delegate blocked to Evaluate profit margins task,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
starting Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",starting
danger design Evaluate profit margins,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
created baby task Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
delegate at risk to Evaluate profit margins project,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins project consummated,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign danger to cast Evaluate profit margins,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign in progress to Evaluate profit margins labor,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins was consummated,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign job Evaluate profit margins in review,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
project Evaluate profit margins stake on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
at chance Evaluate profit margins project,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
risk Evaluate profit margins see,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins sound,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
started on Evaluate profit margins project,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
in advance Evaluate profit margins task,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins project back on lead,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Evaluate profit margins support on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign in progress to task Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",assign
tax Evaluate profit margins is in review,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
labor Evaluate profit margins review,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
part Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins complete,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",comlete
Evaluate profit margins project was all,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign at adventure to project Evaluate profit margins,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
start task Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",start
ascribe in review to task Evaluate profit margins,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
move Evaluate profit margins to consummated,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
new plan Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Evaluate profit margins task consummated,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
designate at risk to project Evaluate profit margins,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign in follow-up to task Evaluate profit margins,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
problem with tax Evaluate profit margins,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
project Evaluate profit margins was consummated,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Evaluate profit margins on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",on track
in follow-up Evaluate profit margins,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
job Evaluate profit margins completed,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
starting Evaluate profit margins tax,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
created project Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",created
Evaluate profit margins in build,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
cast Evaluate profit margins on target,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins project was realized,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
starting task Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",starting
create new chore called Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
completed project Evaluate profit margins,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",completed
Evaluate profit margins plan on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
in progress task Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",in progress
started Evaluate profit margins tax,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins task was consummated,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
cast Evaluate profit margins was completed,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create radical task called Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
danger cast Evaluate profit margins,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
ascribe Evaluate profit margins project at risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Evaluate profit margins is on schedule,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",on schedule
created task titled Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
produce new task called Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
create new job Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
in critique Evaluate profit margins task,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created new throw Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign Evaluate profit margins see at risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
attribute in progress to Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
created baby Evaluate profit margins project,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
opening task Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
created hot Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
created new cast Evaluate profit margins,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
in review project Evaluate profit margins,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign at hazard to Evaluate profit margins,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins at jeopardy,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
offset on task Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins project is at risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",at risk
assign in build to Evaluate profit margins task,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins project is at chance,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Evaluate profit margins was accomplished,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create hot task called Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Evaluate profit margins new plan,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
in advance Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins green task,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
delegate in review to Evaluate profit margins task,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
designate blocked to Evaluate profit margins task,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
project Evaluate profit margins consummated,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Evaluate profit margins project is back on lead,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Evaluate profit margins is out of use,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
throw Evaluate profit margins back on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins design was complete,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
create hot task Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Evaluate profit margins project back on cover,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
plan Evaluate profit margins risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign at risk to cast Evaluate profit margins,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign in review to Evaluate profit margins labor,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins on aim,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
problem with see Evaluate profit margins,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Evaluate profit margins back on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",on track
created new Evaluate profit margins task,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",created
Evaluate profit margins project on objective,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins new see,Project,Evaluate profit margins,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
design Evaluate profit margins danger,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign Evaluate profit margins in build,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins tax is in review,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
started on task Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",started
chore Evaluate profit margins is in review,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
attribute Evaluate profit margins on target,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
delegate in review to task Evaluate profit margins,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins plan back on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
designate Evaluate profit margins in review,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Evaluate profit margins is accomplished,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
task Evaluate profit margins is blocked,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",is
produce task Evaluate profit margins,Task,Evaluate profit margins,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
put Evaluate profit margins project on target,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Evaluate profit margins is at chance,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
cast Evaluate profit margins risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
task Evaluate profit margins is realized,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign at chance to project Evaluate profit margins,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
attribute project Evaluate profit margins on target,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Evaluate profit margins plan at risk,Project,Evaluate profit margins,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign in critique to Evaluate profit margins,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
there is a trouble with Evaluate profit margins,Project,Evaluate profit margins,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Evaluate profit margins task closed,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
put Evaluate profit margins task in review,Task,Evaluate profit margins,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
start Evaluate profit margins labor,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Evaluate profit margins tax completed,Task,Evaluate profit margins,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
delegate blocked to Evaluate profit margins,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
project Evaluate profit margins completed,Project,Evaluate profit margins,Completed,"[0,1]","[0,0,0,0,1]",completed
started on tax Evaluate profit margins,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
start Evaluate profit margins task,Task,Evaluate profit margins,In Progress,"[1,0]","[0,1,0,0,0]",start
project Evaluate profit margins cover on track,Project,Evaluate profit margins,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
blocked chore Evaluate profit margins,Task,Evaluate profit margins,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
